Territori;Tipus de territori;year;price_per_m2;total_rent_price
el Baix Guinardo;Barri;2008;;
Can Baro;Barri;2008;;
el Guinardo;Barri;2008;;
la Font d en Fargues;Barri;2008;;
el Carmel;Barri;2008;;
la Teixonera;Barri;2008;;
Sant Genis dels Agudells;Barri;2008;;
Montbau;Barri;2008;;
la Vall d Hebron;Barri;2008;;
la Clota;Barri;2008;;
Horta;Barri;2008;;
Nou Barris;Districte;2008;11,48;676,51
Vilapicina i la Torre Llobeta;Barri;2008;;
Porta;Barri;2008;;
el Turo de la Peira;Barri;2008;;
Can Peguera;Barri;2008;;
la Guineueta;Barri;2008;;
Canyelles;Barri;2008;;
les Roquetes;Barri;2008;;
Verdun;Barri;2008;;
la Prosperitat;Barri;2008;;
la Trinitat Nova;Barri;2008;;
Torre Baro;Barri;2008;;
Ciutat Meridiana;Barri;2008;;
Vallbona;Barri;2008;;
Sant Andreu;Districte;2008;11,45;723,9
la Trinitat Vella;Barri;2008;;
Baro de Viver;Barri;2008;;
el Bon Pastor;Barri;2008;;
Sant Andreu;Barri;2008;;
la Sagrera;Barri;2008;;
el Congres i els Indians;Barri;2008;;
Navas;Barri;2008;;
Sant Marti;Districte;2008;11,84;770,16
el Camp de l Arpa del Clot;Barri;2008;;
el Clot;Barri;2008;;
el Parc i la Llacuna del Poblenou;Barri;2008;;
la Vila Olimpica del Poblenou;Barri;2008;;
el Poblenou;Barri;2008;;
Diagonal Mar i el Front Maritim del Poblenou;Barri;2008;;
el Besos i el Maresme;Barri;2008;;
Provencals del Poblenou;Barri;2008;;
Sant Marti de Provencals;Barri;2008;;
la Verneda i la Pau;Barri;2008;;
Barcelona;Municipi;2009;11,92;792,89
Ciutat Vella;Districte;2009;12,42;715,68
el Raval;Barri;2009;;
el Barri Gotic;Barri;2009;;
la Barceloneta;Barri;2009;;
Sant Pere Santa Caterina i la Ribera;Barri;2009;;
Eixample;Districte;2009;11,64;862,85
el Fort Pienc;Barri;2009;;
la Sagrada Familia;Barri;2009;;
la Dreta de l Eixample;Barri;2009;;
l Antiga Esquerra de l Eixample;Barri;2009;;
la Nova Esquerra de l Eixample;Barri;2009;;
Sant Antoni;Barri;2009;;
Sants Montjuic;Districte;2009;11,91;698,86
el Poble Sec - AEI Parc Montjuic;Barri;2009;;
la Marina del Prat Vermell - AEI Zona Franca;Barri;2009;;
la Marina de Port;Barri;2009;;
la Font de la Guatlla;Barri;2009;;
Hostafrancs;Barri;2009;;
la Bordeta;Barri;2009;;
Sants - Badal;Barri;2009;;
Sants;Barri;2009;;
Les Corts;Districte;2009;12,91;933,72
les Corts;Barri;2009;;
la Maternitat i Sant Ramon;Barri;2009;;
Pedralbes;Barri;2009;;
Sarria - Sant Gervasi;Districte;2009;12,85;1029,3
Vallvidrera el Tibidabo i les Planes;Barri;2009;;
Sarria;Barri;2009;;
les Tres Torres;Barri;2009;;
Sant Gervasi - la Bonanova;Barri;2009;;
Sant Gervasi - Galvany;Barri;2009;;
el Putxet i el Farro;Barri;2009;;
Gracia;Districte;2009;12,81;762,28
Vallcarca i els Penitents;Barri;2009;;
el Coll;Barri;2009;;
la Salut;Barri;2009;;
la Vila de Gracia;Barri;2009;;
el Camp d en Grassot i Gracia Nova;Barri;2009;;
Horta - Guinardo;Districte;2009;11,39;689,68
el Baix Guinardo;Barri;2009;;
Can Baro;Barri;2009;;
el Guinardo;Barri;2009;;
la Font d en Fargues;Barri;2009;;
el Carmel;Barri;2009;;
la Teixonera;Barri;2009;;
Sant Genis dels Agudells;Barri;2009;;
Montbau;Barri;2009;;
la Vall d Hebron;Barri;2009;;
la Clota;Barri;2009;;
Horta;Barri;2009;;
Nou Barris;Districte;2009;11,17;653,28
Vilapicina i la Torre Llobeta;Barri;2009;;
Porta;Barri;2009;;
el Turo de la Peira;Barri;2009;;
Can Peguera;Barri;2009;;
la Guineueta;Barri;2009;;
Canyelles;Barri;2009;;
les Roquetes;Barri;2009;;
Verdun;Barri;2009;;
la Prosperitat;Barri;2009;;
la Trinitat Nova;Barri;2009;;
Torre Baro;Barri;2009;;
Ciutat Meridiana;Barri;2009;;
Vallbona;Barri;2009;;
Sant Andreu;Districte;2009;11,14;707,23
la Trinitat Vella;Barri;2009;;
Baro de Viver;Barri;2009;;
el Bon Pastor;Barri;2009;;
Sant Andreu;Barri;2009;;
la Sagrera;Barri;2009;;
el Congres i els Indians;Barri;2009;;
Navas;Barri;2009;;
Sant Marti;Districte;2009;11,59;738,26
el Camp de l Arpa del Clot;Barri;2009;;
el Clot;Barri;2009;;
el Parc i la Llacuna del Poblenou;Barri;2009;;
la Vila Olimpica del Poblenou;Barri;2009;;
el Poblenou;Barri;2009;;
Diagonal Mar i el Front Maritim del Poblenou;Barri;2009;;
el Besos i el Maresme;Barri;2009;;
Provencals del Poblenou;Barri;2009;;
Sant Marti de Provencals;Barri;2009;;
la Verneda i la Pau;Barri;2009;;
Barcelona;Municipi;2010;11,6;761,87
Ciutat Vella;Districte;2010;12,07;678,79
el Raval;Barri;2010;;
el Barri Gotic;Barri;2010;;
la Barceloneta;Barri;2010;;
Sant Pere Santa Caterina i la Ribera;Barri;2010;;
Eixample;Districte;2010;11,34;833,46
el Fort Pienc;Barri;2010;;
la Sagrada Familia;Barri;2010;;
la Dreta de l Eixample;Barri;2010;;
l Antiga Esquerra de l Eixample;Barri;2010;;
la Nova Esquerra de l Eixample;Barri;2010;;
Sant Antoni;Barri;2010;;
Sants Montjuic;Districte;2010;11,55;671,91
el Poble Sec - AEI Parc Montjuic;Barri;2010;;
la Marina del Prat Vermell - AEI Zona Franca;Barri;2010;;
la Marina de Port;Barri;2010;;
la Font de la Guatlla;Barri;2010;;
Hostafrancs;Barri;2010;;
la Bordeta;Barri;2010;;
Sants - Badal;Barri;2010;;
Sants;Barri;2010;;
Les Corts;Districte;2010;12,31;908,94
les Corts;Barri;2010;;
la Maternitat i Sant Ramon;Barri;2010;;
Pedralbes;Barri;2010;;
Sarria - Sant Gervasi;Districte;2010;12,81;998,61
Vallvidrera el Tibidabo i les Planes;Barri;2010;;
Sarria;Barri;2010;;
les Tres Torres;Barri;2010;;
Sant Gervasi - la Bonanova;Barri;2010;;
Sant Gervasi - Galvany;Barri;2010;;
el Putxet i el Farro;Barri;2010;;
Gracia;Districte;2010;12,57;738,73
Vallcarca i els Penitents;Barri;2010;;
el Coll;Barri;2010;;
la Salut;Barri;2010;;
la Vila de Gracia;Barri;2010;;
el Camp d en Grassot i Gracia Nova;Barri;2010;;
Horta - Guinardo;Districte;2010;10,8;652,11
el Baix Guinardo;Barri;2010;;
Can Baro;Barri;2010;;
el Guinardo;Barri;2010;;
la Font d en Fargues;Barri;2010;;
el Carmel;Barri;2010;;
la Teixonera;Barri;2010;;
Sant Genis dels Agudells;Barri;2010;;
Montbau;Barri;2010;;
la Vall d Hebron;Barri;2010;;
la Clota;Barri;2010;;
Horta;Barri;2010;;
Nou Barris;Districte;2010;10,74;621,46
Vilapicina i la Torre Llobeta;Barri;2010;;
Porta;Barri;2010;;
el Turo de la Peira;Barri;2010;;
Can Peguera;Barri;2010;;
la Guineueta;Barri;2010;;
Canyelles;Barri;2010;;
les Roquetes;Barri;2010;;
Verdun;Barri;2010;;
la Prosperitat;Barri;2010;;
la Trinitat Nova;Barri;2010;;
Torre Baro;Barri;2010;;
Ciutat Meridiana;Barri;2010;;
Vallbona;Barri;2010;;
Sant Andreu;Districte;2010;10,65;672,73
la Trinitat Vella;Barri;2010;;
Baro de Viver;Barri;2010;;
el Bon Pastor;Barri;2010;;
Sant Andreu;Barri;2010;;
la Sagrera;Barri;2010;;
el Congres i els Indians;Barri;2010;;
Navas;Barri;2010;;
Sant Marti;Districte;2010;11,23;727,5
el Camp de l Arpa del Clot;Barri;2010;;
el Clot;Barri;2010;;
el Parc i la Llacuna del Poblenou;Barri;2010;;
la Vila Olimpica del Poblenou;Barri;2010;;
el Poblenou;Barri;2010;;
Diagonal Mar i el Front Maritim del Poblenou;Barri;2010;;
el Besos i el Maresme;Barri;2010;;
Provencals del Poblenou;Barri;2010;;
Sant Marti de Provencals;Barri;2010;;
la Verneda i la Pau;Barri;2010;;
Barcelona;Municipi;2011;11,38;752,86
Ciutat Vella;Districte;2011;12,05;663,02
el Raval;Barri;2011;;
el Barri Gotic;Barri;2011;;
la Barceloneta;Barri;2011;;
Sant Pere Santa Caterina i la Ribera;Barri;2011;;
Eixample;Districte;2011;11,19;821,81
el Fort Pienc;Barri;2011;;
la Sagrada Familia;Barri;2011;;
la Dreta de l Eixample;Barri;2011;;
l Antiga Esquerra de l Eixample;Barri;2011;;
la Nova Esquerra de l Eixample;Barri;2011;;
Sant Antoni;Barri;2011;;
Sants Montjuic;Districte;2011;11,3;671,6
el Poble Sec - AEI Parc Montjuic;Barri;2011;;
la Marina del Prat Vermell - AEI Zona Franca;Barri;2011;;
la Marina de Port;Barri;2011;;
la Font de la Guatlla;Barri;2011;;
Hostafrancs;Barri;2011;;
la Bordeta;Barri;2011;;
Sants - Badal;Barri;2011;;
Sants;Barri;2011;;
Les Corts;Districte;2011;12,12;891,45
les Corts;Barri;2011;;
la Maternitat i Sant Ramon;Barri;2011;;
Pedralbes;Barri;2011;;
Sarria - Sant Gervasi;Districte;2011;12,79;1017,11
Vallvidrera el Tibidabo i les Planes;Barri;2011;;
Sarria;Barri;2011;;
les Tres Torres;Barri;2011;;
Sant Gervasi - la Bonanova;Barri;2011;;
Sant Gervasi - Galvany;Barri;2011;;
el Putxet i el Farro;Barri;2011;;
Gracia;Districte;2011;12,03;737,05
Vallcarca i els Penitents;Barri;2011;;
el Coll;Barri;2011;;
la Salut;Barri;2011;;
la Vila de Gracia;Barri;2011;;
el Camp d en Grassot i Gracia Nova;Barri;2011;;
Horta - Guinardo;Districte;2011;10,57;636,73
el Baix Guinardo;Barri;2011;;
Can Baro;Barri;2011;;
el Guinardo;Barri;2011;;
la Font d en Fargues;Barri;2011;;
el Carmel;Barri;2011;;
la Teixonera;Barri;2011;;
Sant Genis dels Agudells;Barri;2011;;
Montbau;Barri;2011;;
la Vall d Hebron;Barri;2011;;
la Clota;Barri;2011;;
Horta;Barri;2011;;
Nou Barris;Districte;2011;10,33;609,43
Vilapicina i la Torre Llobeta;Barri;2011;;
Porta;Barri;2011;;
el Turo de la Peira;Barri;2011;;
Can Peguera;Barri;2011;;
la Guineueta;Barri;2011;;
Canyelles;Barri;2011;;
les Roquetes;Barri;2011;;
Verdun;Barri;2011;;
la Prosperitat;Barri;2011;;
la Trinitat Nova;Barri;2011;;
Torre Baro;Barri;2011;;
Ciutat Meridiana;Barri;2011;;
Vallbona;Barri;2011;;
Sant Andreu;Districte;2011;10,45;658,37
la Trinitat Vella;Barri;2011;;
Baro de Viver;Barri;2011;;
el Bon Pastor;Barri;2011;;
Sant Andreu;Barri;2011;;
la Sagrera;Barri;2011;;
el Congres i els Indians;Barri;2011;;
Navas;Barri;2011;;
Sant Marti;Districte;2011;10,9;705,39
el Camp de l Arpa del Clot;Barri;2011;;
el Clot;Barri;2011;;
el Parc i la Llacuna del Poblenou;Barri;2011;;
la Vila Olimpica del Poblenou;Barri;2011;;
el Poblenou;Barri;2011;;
Diagonal Mar i el Front Maritim del Poblenou;Barri;2011;;
el Besos i el Maresme;Barri;2011;;
Provencals del Poblenou;Barri;2011;;
Sant Marti de Provencals;Barri;2011;;
la Verneda i la Pau;Barri;2011;;
Barcelona;Municipi;2012;10,84;720,13
Ciutat Vella;Districte;2012;11,66;644,15
el Raval;Barri;2012;;
el Barri Gotic;Barri;2012;;
la Barceloneta;Barri;2012;;
Sant Pere Santa Caterina i la Ribera;Barri;2012;;
Eixample;Districte;2012;10,75;800,45
el Fort Pienc;Barri;2012;;
la Sagrada Familia;Barri;2012;;
la Dreta de l Eixample;Barri;2012;;
l Antiga Esquerra de l Eixample;Barri;2012;;
la Nova Esquerra de l Eixample;Barri;2012;;
Sant Antoni;Barri;2012;;
Sants Montjuic;Districte;2012;10,76;633,08
el Poble Sec - AEI Parc Montjuic;Barri;2012;;
la Marina del Prat Vermell - AEI Zona Franca;Barri;2012;;
la Marina de Port;Barri;2012;;
la Font de la Guatlla;Barri;2012;;
Hostafrancs;Barri;2012;;
la Bordeta;Barri;2012;;
Sants - Badal;Barri;2012;;
Sants;Barri;2012;;
Les Corts;Districte;2012;11,62;867,36
les Corts;Barri;2012;;
la Maternitat i Sant Ramon;Barri;2012;;
Pedralbes;Barri;2012;;
Sarria - Sant Gervasi;Districte;2012;12,27;984,44
Vallvidrera el Tibidabo i les Planes;Barri;2012;;
Sarria;Barri;2012;;
les Tres Torres;Barri;2012;;
Sant Gervasi - la Bonanova;Barri;2012;;
Sant Gervasi - Galvany;Barri;2012;;
el Putxet i el Farro;Barri;2012;;
Gracia;Districte;2012;11,39;706,6
Vallcarca i els Penitents;Barri;2012;;
el Coll;Barri;2012;;
la Salut;Barri;2012;;
la Vila de Gracia;Barri;2012;;
el Camp d en Grassot i Gracia Nova;Barri;2012;;
Horta - Guinardo;Districte;2012;10,1;605,92
el Baix Guinardo;Barri;2012;;
Can Baro;Barri;2012;;
el Guinardo;Barri;2012;;
la Font d en Fargues;Barri;2012;;
el Carmel;Barri;2012;;
la Teixonera;Barri;2012;;
Sant Genis dels Agudells;Barri;2012;;
Montbau;Barri;2012;;
la Vall d Hebron;Barri;2012;;
la Clota;Barri;2012;;
Horta;Barri;2012;;
Nou Barris;Districte;2012;9,48;551,69
Vilapicina i la Torre Llobeta;Barri;2012;;
Porta;Barri;2012;;
el Turo de la Peira;Barri;2012;;
Can Peguera;Barri;2012;;
la Guineueta;Barri;2012;;
Canyelles;Barri;2012;;
les Roquetes;Barri;2012;;
Verdun;Barri;2012;;
la Prosperitat;Barri;2012;;
la Trinitat Nova;Barri;2012;;
Torre Baro;Barri;2012;;
Ciutat Meridiana;Barri;2012;;
Vallbona;Barri;2012;;
Sant Andreu;Districte;2012;9,84;626,83
la Trinitat Vella;Barri;2012;;
Baro de Viver;Barri;2012;;
el Bon Pastor;Barri;2012;;
Sant Andreu;Barri;2012;;
la Sagrera;Barri;2012;;
el Congres i els Indians;Barri;2012;;
Navas;Barri;2012;;
Sant Marti;Districte;2012;10,48;673,6
el Camp de l Arpa del Clot;Barri;2012;;
el Clot;Barri;2012;;
el Parc i la Llacuna del Poblenou;Barri;2012;;
la Vila Olimpica del Poblenou;Barri;2012;;
el Poblenou;Barri;2012;;
Diagonal Mar i el Front Maritim del Poblenou;Barri;2012;;
el Besos i el Maresme;Barri;2012;;
Provencals del Poblenou;Barri;2012;;
Sant Marti de Provencals;Barri;2012;;
la Verneda i la Pau;Barri;2012;;
Barcelona;Municipi;2013;10,29;681,56
Ciutat Vella;Districte;2013;11,38;618,67
el Raval;Barri;2013;;
el Barri Gotic;Barri;2013;;
la Barceloneta;Barri;2013;;
Sant Pere Santa Caterina i la Ribera;Barri;2013;;
Eixample;Districte;2013;10,24;763,53
el Fort Pienc;Barri;2013;;
la Sagrada Familia;Barri;2013;;
la Dreta de l Eixample;Barri;2013;;
l Antiga Esquerra de l Eixample;Barri;2013;;
la Nova Esquerra de l Eixample;Barri;2013;;
Sant Antoni;Barri;2013;;
Sants Montjuic;Districte;2013;10,1;596,42
el Poble Sec - AEI Parc Montjuic;Barri;2013;;
la Marina del Prat Vermell - AEI Zona Franca;Barri;2013;;
la Marina de Port;Barri;2013;;
la Font de la Guatlla;Barri;2013;;
Hostafrancs;Barri;2013;;
la Bordeta;Barri;2013;;
Sants - Badal;Barri;2013;;
Sants;Barri;2013;;
Les Corts;Districte;2013;11,18;826,71
les Corts;Barri;2013;;
la Maternitat i Sant Ramon;Barri;2013;;
Pedralbes;Barri;2013;;
Sarria - Sant Gervasi;Districte;2013;11,72;935,47
Vallvidrera el Tibidabo i les Planes;Barri;2013;;
Sarria;Barri;2013;;
les Tres Torres;Barri;2013;;
Sant Gervasi - la Bonanova;Barri;2013;;
Sant Gervasi - Galvany;Barri;2013;;
el Putxet i el Farro;Barri;2013;;
Gracia;Districte;2013;10,95;659,25
Vallcarca i els Penitents;Barri;2013;;
el Coll;Barri;2013;;
la Salut;Barri;2013;;
la Vila de Gracia;Barri;2013;;
el Camp d en Grassot i Gracia Nova;Barri;2013;;
Horta - Guinardo;Districte;2013;9,32;566,51
el Baix Guinardo;Barri;2013;;
Can Baro;Barri;2013;;
el Guinardo;Barri;2013;;
la Font d en Fargues;Barri;2013;;
el Carmel;Barri;2013;;
la Teixonera;Barri;2013;;
Sant Genis dels Agudells;Barri;2013;;
Montbau;Barri;2013;;
la Vall d Hebron;Barri;2013;;
la Clota;Barri;2013;;
Horta;Barri;2013;;
Nou Barris;Districte;2013;8,75;513,82
Vilapicina i la Torre Llobeta;Barri;2013;;
Porta;Barri;2013;;
el Turo de la Peira;Barri;2013;;
Can Peguera;Barri;2013;;
la Guineueta;Barri;2013;;
Canyelles;Barri;2013;;
les Roquetes;Barri;2013;;
Verdun;Barri;2013;;
la Prosperitat;Barri;2013;;
la Trinitat Nova;Barri;2013;;
Torre Baro;Barri;2013;;
Ciutat Meridiana;Barri;2013;;
Vallbona;Barri;2013;;
Sant Andreu;Districte;2013;9,21;578,5
la Trinitat Vella;Barri;2013;;
Baro de Viver;Barri;2013;;
el Bon Pastor;Barri;2013;;
Sant Andreu;Barri;2013;;
la Sagrera;Barri;2013;;
el Congres i els Indians;Barri;2013;;
Navas;Barri;2013;;
Sant Marti;Districte;2013;9,87;637,39
el Camp de l Arpa del Clot;Barri;2013;;
el Clot;Barri;2013;;
el Parc i la Llacuna del Poblenou;Barri;2013;;
la Vila Olimpica del Poblenou;Barri;2013;;
el Poblenou;Barri;2013;;
Diagonal Mar i el Front Maritim del Poblenou;Barri;2013;;
el Besos i el Maresme;Barri;2013;;
Provencals del Poblenou;Barri;2013;;
Sant Marti de Provencals;Barri;2013;;
la Verneda i la Pau;Barri;2013;;
Barcelona;Municipi;2014;10,16;688,23
Ciutat Vella;Districte;2014;11,38;639,11
el Raval;Barri;2014;10,47;577,85
el Barri Gotic;Barri;2014;10,54;749,99
la Barceloneta;Barri;2014;15,15;563,08
Sant Pere Santa Caterina i la Ribera;Barri;2014;11,24;685,14
Eixample;Districte;2014;10,28;776,91
el Fort Pienc;Barri;2014;9,98;723,33
la Sagrada Familia;Barri;2014;10,46;680,68
la Dreta de l Eixample;Barri;2014;10,06;945,88
l Antiga Esquerra de l Eixample;Barri;2014;10,48;843,86
la Nova Esquerra de l Eixample;Barri;2014;10,42;732,13
Sant Antoni;Barri;2014;10,01;711,37
Sants Montjuic;Districte;2014;9,89;598,43
el Poble Sec - AEI Parc Montjuic;Barri;2014;10,19;582,6
la Marina del Prat Vermell - AEI Zona Franca;Barri;2014;5,36;450,0
la Marina de Port;Barri;2014;7,99;527,28
la Font de la Guatlla;Barri;2014;10,62;644,64
Hostafrancs;Barri;2014;10,27;593,91
la Bordeta;Barri;2014;9,31;611,37
Sants - Badal;Barri;2014;9,94;597,28
Sants;Barri;2014;10,07;624,12
Les Corts;Districte;2014;11,01;853,0
les Corts;Barri;2014;11,07;782,88
la Maternitat i Sant Ramon;Barri;2014;10,38;760,26
Pedralbes;Barri;2014;12,33;1473,83
Sarria - Sant Gervasi;Districte;2014;11,86;978,02
Vallvidrera el Tibidabo i les Planes;Barri;2014;10,6;1134,25
Sarria;Barri;2014;13,59;1041,15
les Tres Torres;Barri;2014;13,52;1323,89
Sant Gervasi - la Bonanova;Barri;2014;11,55;942,56
Sant Gervasi - Galvany;Barri;2014;11,69;1047,42
el Putxet i el Farro;Barri;2014;11,01;760,35
Gracia;Districte;2014;10,77;673,86
Vallcarca i els Penitents;Barri;2014;10,26;665,48
el Coll;Barri;2014;9,52;555,87
la Salut;Barri;2014;9,97;668,51
la Vila de Gracia;Barri;2014;11,25;681,71
el Camp d en Grassot i Gracia Nova;Barri;2014;10,36;683,32
Horta - Guinardo;Districte;2014;9,03;563,76
el Baix Guinardo;Barri;2014;9,56;620,97
Can Baro;Barri;2014;9,42;542,72
el Guinardo;Barri;2014;9,18;581,39
la Font d en Fargues;Barri;2014;9,26;712,41
el Carmel;Barri;2014;8,63;495,0
la Teixonera;Barri;2014;8,35;486,44
Sant Genis dels Agudells;Barri;2014;7,75;553,89
Montbau;Barri;2014;9,27;552,54
la Vall d Hebron;Barri;2014;9,95;699,39
la Clota;Barri;2014;10,45;480,0
Horta;Barri;2014;8,94;567,24
Nou Barris;Districte;2014;8,4;499,31
Vilapicina i la Torre Llobeta;Barri;2014;8,8;568,23
Porta;Barri;2014;8,64;529,55
el Turo de la Peira;Barri;2014;7,81;473,16
Can Peguera;Barri;2014;5,29;221,13
la Guineueta;Barri;2014;8,21;614,56
Canyelles;Barri;2014;6,98;536,41
les Roquetes;Barri;2014;8,33;450,76
Verdun;Barri;2014;9,22;487,88
la Prosperitat;Barri;2014;8,9;504,86
la Trinitat Nova;Barri;2014;8,54;434,42
Torre Baro;Barri;2014;5,92;334,46
Ciutat Meridiana;Barri;2014;6,38;372,85
Vallbona;Barri;2014;4,25;281,71
Sant Andreu;Districte;2014;8,86;575,16
la Trinitat Vella;Barri;2014;6,98;422,91
Baro de Viver;Barri;2014;3,92;241,15
el Bon Pastor;Barri;2014;8,05;496,58
Sant Andreu;Barri;2014;9,19;576,6
la Sagrera;Barri;2014;9,05;607,04
el Congres i els Indians;Barri;2014;9,24;583,67
Navas;Barri;2014;8,91;623,78
Sant Marti;Districte;2014;9,75;640,81
el Camp de l Arpa del Clot;Barri;2014;9,74;598,82
el Clot;Barri;2014;9,63;624,84
el Parc i la Llacuna del Poblenou;Barri;2014;10,24;693,72
la Vila Olimpica del Poblenou;Barri;2014;13,18;1003,24
el Poblenou;Barri;2014;10,57;654,35
Diagonal Mar i el Front Maritim del Poblenou;Barri;2014;11,18;892,03
el Besos i el Maresme;Barri;2014;7,74;477,06
Provencals del Poblenou;Barri;2014;9,67;639,55
Sant Marti de Provencals;Barri;2014;8,88;633,78
la Verneda i la Pau;Barri;2014;8,32;565,47
Barcelona;Municipi;2015;11,09;734,94
Ciutat Vella;Districte;2015;12,45;675,74
el Raval;Barri;2015;11,1;625,82
el Barri Gotic;Barri;2015;11,21;786,04
la Barceloneta;Barri;2015;16,33;602,62
Sant Pere Santa Caterina i la Ribera;Barri;2015;12,7;723,45
Eixample;Districte;2015;11,18;831,44
el Fort Pienc;Barri;2015;10,89;768,12
la Sagrada Familia;Barri;2015;11,11;713,15
la Dreta de l Eixample;Barri;2015;11,29;1012,51
l Antiga Esquerra de l Eixample;Barri;2015;11,37;911,14
la Nova Esquerra de l Eixample;Barri;2015;11,27;783,84
Sant Antoni;Barri;2015;10,96;765,61
Sants Montjuic;Districte;2015;10,66;624,52
el Poble Sec - AEI Parc Montjuic;Barri;2015;11,09;612,15
la Marina del Prat Vermell - AEI Zona Franca;Barri;2015;6,61;404,71
la Marina de Port;Barri;2015;8,36;542,27
la Font de la Guatlla;Barri;2015;11,33;695,2
Hostafrancs;Barri;2015;11,12;624,65
la Bordeta;Barri;2015;9,84;638,46
Sants - Badal;Barri;2015;10,74;626,57
Sants;Barri;2015;10,99;653,3
Les Corts;Districte;2015;11,97;925,45
les Corts;Barri;2015;11,85;856,34
la Maternitat i Sant Ramon;Barri;2015;11,42;756,62
Pedralbes;Barri;2015;14,15;1729,95
Sarria - Sant Gervasi;Districte;2015;12,96;1051,23
Vallvidrera el Tibidabo i les Planes;Barri;2015;12,1;1006,53
Sarria;Barri;2015;14,54;1109,66
les Tres Torres;Barri;2015;13,97;1385,04
Sant Gervasi - la Bonanova;Barri;2015;12,82;1046,44
Sant Gervasi - Galvany;Barri;2015;12,73;1156,26
el Putxet i el Farro;Barri;2015;12,33;799,69
Gracia;Districte;2015;11,82;721,65
Vallcarca i els Penitents;Barri;2015;11,55;735,76
el Coll;Barri;2015;9,9;557,0
la Salut;Barri;2015;11,28;705,21
la Vila de Gracia;Barri;2015;12,3;733,12
el Camp d en Grassot i Gracia Nova;Barri;2015;11,33;725,4
Horta - Guinardo;Districte;2015;9,92;586,85
el Baix Guinardo;Barri;2015;10,57;642,64
Can Baro;Barri;2015;10,09;553,97
el Guinardo;Barri;2015;10,36;612,9
la Font d en Fargues;Barri;2015;11,37;723,54
el Carmel;Barri;2015;9,11;510,98
la Teixonera;Barri;2015;9,51;519,68
Sant Genis dels Agudells;Barri;2015;8,32;551,2
Montbau;Barri;2015;10,07;630,37
la Vall d Hebron;Barri;2015;10,07;696,29
la Clota;Barri;2015;7,97;350,25
Horta;Barri;2015;9,52;579,9
Nou Barris;Districte;2015;8,87;518,8
Vilapicina i la Torre Llobeta;Barri;2015;9,32;586,63
Porta;Barri;2015;9,1;555,04
el Turo de la Peira;Barri;2015;8,34;504,34
Can Peguera;Barri;2015;5,79;211,35
la Guineueta;Barri;2015;8,17;562,81
Canyelles;Barri;2015;7,21;563,96
les Roquetes;Barri;2015;8,72;463,73
Verdun;Barri;2015;9,14;470,4
la Prosperitat;Barri;2015;9,63;530,26
la Trinitat Nova;Barri;2015;8,79;448,32
Torre Baro;Barri;2015;6,06;404,92
Ciutat Meridiana;Barri;2015;6,62;396,43
Vallbona;Barri;2015;6,66;415,08
Sant Andreu;Districte;2015;9,61;611,0
la Trinitat Vella;Barri;2015;8,01;441,48
Baro de Viver;Barri;2015;4,78;287,39
el Bon Pastor;Barri;2015;8,82;537,28
Sant Andreu;Barri;2015;10,03;613,34
la Sagrera;Barri;2015;9,73;636,6
el Congres i els Indians;Barri;2015;9,45;610,94
Navas;Barri;2015;9,73;672,02
Sant Marti;Districte;2015;10,64;700,56
el Camp de l Arpa del Clot;Barri;2015;10,63;644,01
el Clot;Barri;2015;10,31;651,6
el Parc i la Llacuna del Poblenou;Barri;2015;11,49;748,85
la Vila Olimpica del Poblenou;Barri;2015;14,29;1104,48
el Poblenou;Barri;2015;11,73;735,04
Diagonal Mar i el Front Maritim del Poblenou;Barri;2015;12,49;1059,75
el Besos i el Maresme;Barri;2015;8,38;506,71
Provencals del Poblenou;Barri;2015;9,96;661,38
Sant Marti de Provencals;Barri;2015;9,4;673,92
la Verneda i la Pau;Barri;2015;9,1;610,72
Barcelona;Municipi;2016;12,22;801,28
Ciutat Vella;Districte;2016;13,9;739,23
el Raval;Barri;2016;12,26;667,0
el Barri Gotic;Barri;2016;13,04;868,95
la Barceloneta;Barri;2016;18,18;667,34
Sant Pere Santa Caterina i la Ribera;Barri;2016;14,09;807,26
Eixample;Districte;2016;12,39;917,27
el Fort Pienc;Barri;2016;11,76;823,45
la Sagrada Familia;Barri;2016;12,2;775,99
la Dreta de l Eixample;Barri;2016;12,86;1138,08
l Antiga Esquerra de l Eixample;Barri;2016;12,73;979,2
la Nova Esquerra de l Eixample;Barri;2016;12,37;870,48
Sant Antoni;Barri;2016;12,08;842,47
Sants Montjuic;Districte;2016;11,66;678,78
el Poble Sec - AEI Parc Montjuic;Barri;2016;12,28;669,53
la Marina del Prat Vermell - AEI Zona Franca;Barri;2016;5,87;356,56
la Marina de Port;Barri;2016;8,87;544,38
la Font de la Guatlla;Barri;2016;12,05;737,15
Hostafrancs;Barri;2016;12,16;687,85
la Bordeta;Barri;2016;10,82;678,86
Sants - Badal;Barri;2016;11,75;691,17
Sants;Barri;2016;11,89;711,32
Les Corts;Districte;2016;13,17;985,94
les Corts;Barri;2016;13,04;939,1
la Maternitat i Sant Ramon;Barri;2016;12,91;847,88
Pedralbes;Barri;2016;14,65;1661,83
Sarria - Sant Gervasi;Districte;2016;14,31;1144,71
Vallvidrera el Tibidabo i les Planes;Barri;2016;15,08;1153,38
Sarria;Barri;2016;15,94;1187,49
les Tres Torres;Barri;2016;15,64;1515,0
Sant Gervasi - la Bonanova;Barri;2016;14,22;1125,32
